num,API num,API,DOSE,Microcrystalline Cellulose (Avicel),Mannitol,Sodium croscarmellose,Aspartame,Hydroxypropyl Cellulose (HPC),Magnesium Stearate,Gum,Chitosan,Sodium saccharin,Talc,Sodium lauryl sulfate(SLS),Sodium stearyl fumarate ,Polyvinylpyrrolidone (Crospovidone),Sodium starch glycolate,polyvinyl acetate,Lactose,Colloidal silicon dioxide (Aerosil),Citric acid,Menthol,B-cyclodextrin,Stevia leaf Powder ,Clove oil ,Starch,sodium bicarbonate (NaHCO3),Plantago ovata,Pharmaburst,parteck,Polyethylene Glycol,Eudragit EPO,Precirol,acesulfame potassium,Polacrilin Potassium,Acryflow-L,Indion,Lubritose,Sucralose,Silicon dioxide,Neotame,Sucrose,Ocimum sanctum seed powder,Agar,Calcium carbonate,Sodium Saccharine ,Prosolv ODT,Cellactose,Quinoline yellow lake,Aerosol,Sodium behenate,dibasic calcium phosphate,Mucilage powder,GNSP,Ludipress,Kaolin,Methyl paraben,Camphor,CPE,Weight(mg),HARDNESS,FRIABILITY,THICKNESS (mm) (mean),Wetting time (s) (mean),Drug content (%) (mean),DISINTEGRATION_TIME,Water absorption ratio,DIAMETER(mm) (Mean),"Bulk Density
(g/cc , gm/ml , gm/cm³) (Mean)","Tapped Density
(g/cc , gm/ml , gm/cm³) (Mean)","Carr’s Compressibility Index
(%) (Mean)",Hausner Ratio (Mean),Angle of Repose (°) (Mean),Molecular Weight( g/mol),XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area( A^2),Heavy atom count,Complexity,LogS
529,196-8,Ibuprofen,100,200,0,25,0,0,10,0,0,0,10,0,0,0,25,0,80,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,4,0.12,0,369,99.17,178,126,0,0,0,0,0,0,206.28,3.5,1,2,4,37.3,15,203,-3.15
530,221-1,Ondansetron hydrochloride,4,114,20,3,1,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.2,0.57,3.45,32,0,50,79.22,3,0.58,0.66,12.12,1.11,27.06,329.8,2.51,1,2,2,39.8,23,440,-3.97
531,221-2,Ondansetron hydrochloride,4,111,20,6,1,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.2,0.68,3.49,29,0,48,81.34,3,0.57,0.66,13.63,1.1,27.09,329.8,2.51,1,2,2,39.8,23,440,-3.97
532,221-3,Ondansetron hydrochloride,4,108,20,9,1,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,0.81,3.42,26,0,42,84.43,3,0.56,0.65,13.84,1.08,26.57,329.8,2.51,1,2,2,39.8,23,440,-3.97
533,221-4,Ondansetron hydrochloride,4,109,20,3,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,0.93,3.53,25,0,39,87.11,3,0.58,0.66,12.12,1.07,24.62,329.8,2.51,1,2,2,39.8,23,440,-3.97
534,221-5,Ondansetron hydrochloride,4,106,20,6,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,0.96,4.13,23,0,35,89.56,3,0.6,0.69,13.04,1.1,24.42,329.8,2.51,1,2,2,39.8,23,440,-3.97
535,221-6,Ondansetron hydrochloride,4,103,20,9,1,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.3,0.72,3.53,18,0,31,91.57,3,0.61,0.69,11.59,1.1,24.17,329.8,2.51,1,2,2,39.8,23,440,-3.97
536,221-7,Ondansetron hydrochloride,4,104,20,3,1,0,1,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.1,0.44,3.54,16,0,28,92.76,3,0.62,0.67,7.46,1.07,24.51,329.8,2.51,1,2,2,39.8,23,440,-3.97
537,221-8,Ondansetron hydrochloride,4,101,20,6,1,0,1,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.3,0.8,3.42,19,0,24,93.76,3,0.58,0.66,12.12,1.17,24.49,329.8,2.51,1,2,2,39.8,23,440,-3.97
538,221-9,Ondansetron hydrochloride,4,98,20,9,1,0,1,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.2,0.66,3.46,21,0,27,91.25,3,0.58,0.66,12.12,1.08,24.45,329.8,2.51,1,2,2,39.8,23,440,-3.97
539,222-1,Lafutidine,10,90,20,0,10,0,2,0,0,0,10,0,0,0,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.5,0.485,4.16,49,98.2,65,75.18,0,0.704,0.775,9.16,1.1,21.97,431.6,1.4,1,7,11,104,30,569,-2.75
540,222-2,Lafutidine,10,90,20,0,10,0,2,0,0,0,10,0,0,0,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.2,0.441,4.12,52,98.9,50,71.28,0,0.684,0.833,17.89,1.21,28.12,431.6,1.4,1,7,11,104,30,569,-2.75
541,222-3,Lafutidine,10,90,20,0,10,0,2,0,0,0,10,0,0,0,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.2,0.551,4.11,45,99.1,30,75.18,0,0.693,0.806,13.97,1.16,27.34,431.6,1.4,1,7,11,104,30,569,-2.75
542,222-4,Lafutidine,10,90,20,0,10,0,2,0,0,0,10,0,0,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.1,0.539,4.1,52,99,76,60.58,0,0.687,0.84,18.17,1.22,28.61,431.6,1.4,1,7,11,104,30,569,-2.75
543,222-5,Lafutidine,10,90,20,0,10,0,2,0,0,0,10,0,0,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.3,0.459,4.05,50,98.7,45,78.83,0,0.707,0.848,16.66,1.2,24.05,431.6,1.4,1,7,11,104,30,569,-2.75
544,222-6,Lafutidine,10,90,20,0,10,0,2,0,0,0,10,0,0,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.8,0.468,4.11,65,98.5,32,64.23,0,0.685,0.824,16.86,1.2,24.51,431.6,1.4,1,7,11,104,30,569,-2.75
545,222-7,Lafutidine,10,90,20,4,10,0,2,0,0,0,10,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.5,0.578,4.05,51,99.3,50,85.72,0,0.711,0.79,10,1.11,27.37,431.6,1.4,1,7,11,104,30,569,-2.75
546,222-8,Lafutidine,10,90,20,6,10,0,2,0,0,0,10,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.2,0.59,4.07,120,98.8,40,71.53,0,0.7,0.875,20,1.25,29.4,431.6,1.4,1,7,11,104,30,569,-2.75
547,222-9,Lafutidine,10,90,20,8,10,0,2,0,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.6,0.521,4.04,62,98.2,25,96.64,0,0.697,0.776,10.23,1.11,25.75,431.6,1.4,1,7,11,104,30,569,-2.75
548,222-10,Lafutidine,10,90,20,2,10,0,2,0,0,0,10,0,0,2,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.2,0.59,4.07,30,99.1,25,81.65,0,0.7,0.875,20,1.25,29.4,431.6,1.4,1,7,11,104,30,569,-2.75
549,222-11,Lafutidine,10,90,20,3,10,0,2,0,0,0,10,0,0,3,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.1,0.539,4.1,27,98.7,20,94.11,0,0.687,840,18.17,1.22,28.61,431.6,1.4,1,7,11,104,30,569,-2.75
550,222-12,Lafutidine,10,90,20,4,10,0,2,0,0,0,10,0,0,4,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.2,0.551,4.11,20,99.5,18,98.78,0,0.693,0.806,13.97,1.16,27.34,431.6,1.4,1,7,11,104,30,569,-2.75
551,224-1,Naratriptan Hydrochloride,2,39.5,50,0,5,0,1.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,0.678,0,23,89.92,58,68.7,0,0,0,0,0,0,371.9,1.59,3,4,5,73.6,24,483,-3.56
552,224-2,Naratriptan Hydrochloride,2,37.5,50,0,5,0,1.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.5,0.42,0,21,92.03,51,62.2,0,0,0,0,0,0,371.9,1.59,3,4,5,73.6,24,483,-3.56
553,224-3,Naratriptan Hydrochloride,2,35.5,50,0,5,0,1.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.399,0,20,95.56,45,71.7,0,0,0,0,0,0,371.9,1.59,3,4,5,73.6,24,483,-3.56
554,224-4,Naratriptan Hydrochloride,2,33.5,50,0,5,0,1.5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.5,0.606,0,18,87.95,32,79.4,0,0,0,0,0,0,371.9,1.59,3,4,5,73.6,24,483,-3.56
555,224-5,Naratriptan Hydrochloride,2,39.5,50,0,5,0,1.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,0.455,0,38,93.29,150,62.3,0,0,0,0,0,0,371.9,1.59,3,4,5,73.6,24,483,-3.56
556,224-6,Naratriptan Hydrochloride,2,37.5,50,0,5,0,1.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0.504,0,35,95,68,59.8,0,0,0,0,0,0,371.9,1.59,3,4,5,73.6,24,483,-3.56
557,224-7,Naratriptan Hydrochloride,2,35.5,50,0,5,0,1.5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.5,0.367,0,33,97.25,60,55.3,0,0,0,0,0,0,371.9,1.59,3,4,5,73.6,24,483,-3.56
558,224-8,Naratriptan Hydrochloride,2,33.5,50,0,5,0,1.5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.5,0.84,0,31,98.81,54,52.9,0,0,0,0,0,0,371.9,1.59,3,4,5,73.6,24,483,-3.56
559,224-9,Naratriptan Hydrochloride,2,39.5,50,0,5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3,0.359,0,41,93.75,180,48.5,0,0,0,0,0,0,371.9,1.59,3,4,5,73.6,24,483,-3.56
560,225-1,Flupirtine,100,68,20,0,3,0,2.5,0,0,0,0,0,0,0,4.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,5.1,0.22,3.5,0,98.1,41,0,0,0.395,0.562,13.92,0,27.23,304.32,2.4,3,6,6,89.3,22,350,-3.93
561,225-2,Flupirtine,100,66,20,0,3,0,2.5,0,0,0,0,0,0,4.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.5,0.21,3.4,0,99.5,57,0,0,0.489,0.45,11.58,0,25.51,304.32,2.4,3,6,6,89.3,22,350,-3.93
562,225-3,Flupirtine,100,68,20,0,3,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,4.2,0.2,2.8,0,98,45,0,0,0.39,0.5,12.34,0,27.12,304.32,2.4,3,6,6,89.3,22,350,-3.93
563,225-4,Flupirtine,100,68.5,20,0,3,0,2.5,0,0,0,0,0,0,0,6,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,4.1,0.17,2.9,0,99,35,0,0,0.41,0.45,13.85,0,25.34,304.32,2.4,3,6,6,89.3,22,350,-3.93
564,225-5,Flupirtine,100,66.5,20,0,3,0,2.5,0,0,0,0,0,0,6,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,4,0.19,3.6,0,97.2,56,0,0,0.495,0.57,14.27,0,32.13,304.32,2.4,3,6,6,89.3,22,350,-3.93
565,225-6,Flupirtine,100,64.5,20,0,3,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.4,0.2,3.5,0,98.5,60,0,0,0.389,0.4,11.59,0,29.23,304.32,2.4,3,6,6,89.3,22,350,-3.93
566,225-7,Flupirtine,100,67,20,0,3,0,2.5,0,0,0,0,0,0,7.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,4.2,0.23,3.3,0,97.7,58,0,0,0.391,0.42,14.22,0,26.48,304.32,2.4,3,6,6,89.3,22,350,-3.93
567,225-8,Flupirtine,100,65,20,0,3,0,2.5,0,0,0,0,0,0,0,7.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,5.5,0.21,3.8,0,92.9,70,0,0,0.373,0.4,12.26,0,23.81,304.32,2.4,3,6,6,89.3,22,350,-3.93
568,225-9,Flupirtine,100,63,20,0,3,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.3,0.2,3.3,0,98.8,55,0,0,0.494,0.4,11.45,0,24.13,304.32,2.4,3,6,6,89.3,22,350,-3.93
569,444-1,Olmesartan medoxomil,20,50,10,0,0,0,2,0,0,0,10,0,0,0,4,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.6,0.89,2.48,38,0,34,60,8.04,0.878,1.078,18.63,0,28.5,558.6,3.8,2,10,11,154,41,969,-7.5
570,444-2,Olmesartan medoxomil,20,50,10,0,0,0,2,0,0,0,10,0,0,0,6,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.8,0.88,2.4,36,0,30,70.66,8.08,0.892,1.115,20,0,28.7,558.6,3.8,2,10,11,154,41,969,-7.5
571,444-3,Olmesartan medoxomil,20,50,10,0,0,0,2,0,0,0,10,0,0,0,8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.6,0.81,2.38,35,0,28,86.66,8.07,0.89,1.105,19,0,31.87,558.6,3.8,2,10,11,154,41,969,-7.5
572,444-4,Olmesartan medoxomil,20,50,10,4,0,0,2,0,0,0,10,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.8,0.68,2.28,38,0,30,57.89,8.13,0.884,1.089,18.8,0,31.37,558.6,3.8,2,10,11,154,41,969,-7.5
573,444-5,Olmesartan medoxomil,20,50,10,6,0,0,2,0,0,0,10,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.4,0.79,2.36,38,0,32,58,8.1,0.878,1.078,18.63,0,28.78,558.6,3.8,2,10,11,154,41,969,-7.5
574,444-6,Olmesartan medoxomil,20,50,10,8,0,0,2,0,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.8,0.85,2.38,32,0,40,60.18,8.13,0.922,1.054,18.5,0,28.5,558.6,3.8,2,10,11,154,41,969,-7.5
575,444-7,Olmesartan medoxomil,20,50,10,0,0,0,2,0,0,0,10,0,0,4,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.4,0.88,2.35,39,0,40,72,8.2,0.95,1.129,18,0,30.82,558.6,3.8,2,10,11,154,41,969,-7.5
576,444-8,Olmesartan medoxomil,20,50,10,0,0,0,2,0,0,0,10,0,0,6,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.8,0.78,2.48,38,0,38,80,8.2,0.885,1.064,18.6,0,28.5,558.6,3.8,2,10,11,154,41,969,-7.5
577,444-9,Olmesartan medoxomil,20,50,10,0,0,0,2,0,0,0,10,0,0,8,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,3.8,0.54,2.31,29,0,27,88.22,8.1,0.89,1.085,18.2,0,28.9,558.6,3.8,2,10,11,154,41,969,-7.5
578,227-1,Nateglinide,60,0,110,5,5,0,3,0,0,0,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,3.2,0.73,2.5,45,95.12,34,0,0,0.96,0.98,12.6,1.11,27.3,317.4,3.2,2,3,6,66.4,23,393,-3
579,227-2,Nateglinide,60,0,110,10,5,0,3,0,0,0,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3.1,0.71,2.7,42,96.1,28,0,0,0.86,0.96,12.1,1.14,31.2,317.4,3.2,2,3,6,66.4,23,393,-3
580,227-3,Nateglinide,60,0,110,15,5,0,3,0,0,0,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,2.9,0.67,2.8,39,95.14,25,0,0,0.85,0.98,13.6,1.16,35.6,317.4,3.2,2,3,6,66.4,23,393,-3
581,227-4,Nateglinide,60,0,110,0,5,0,3,0,0,0,2,0,0,0,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,3,0.63,2.7,37,97.1,26,0,0,0.94,0.95,15.1,1.18,29.6,317.4,3.2,2,3,6,66.4,23,393,-3
582,227-5,Nateglinide,60,0,110,0,5,0,3,0,0,0,2,0,0,0,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3.2,0.65,2.6,39,96.12,27,0,0,0.89,0.93,14.3,1.17,25.3,317.4,3.2,2,3,6,66.4,23,393,-3
583,227-6,Nateglinide,60,0,110,0,5,0,3,0,0,0,2,0,0,0,15,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,3.1,0.66,2.5,37,97.08,25,0,0,0.82,0.95,6.6,1.07,29.2,317.4,3.2,2,3,6,66.4,23,393,-3
584,227-7,Nateglinide,60,0,110,0,5,0,3,0,0,0,2,0,0,5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,3,0.63,2.7,34,96.12,26,0,0,0.85,0.94,11.9,1.13,31.6,317.4,3.2,2,3,6,66.4,23,393,-3
585,227-8,Nateglinide,60,0,110,0,5,0,3,0,0,0,2,0,0,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3.1,0.61,2.6,31,98.1,21,0,0,0.91,0.89,10.9,1.12,29,317.4,3.2,2,3,6,66.4,23,393,-3
586,227-9,Nateglinide,60,0,110,0,5,0,3,0,0,0,2,0,0,15,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,3.2,0.62,2.5,33,97.12,24,0,0,0.89,0.93,14.3,1.17,34,317.4,3.2,2,3,6,66.4,23,393,-3
587,228-1,Venlafaxine Hydrochloride,28.2,94.8,0,0,5,0,4,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.2,0.3,2.52,133.26,99.65,128.5,75.82,0,0,0,0,0,0,313.9,2.74,2,3,5,32.7,21,279,-2.86
588,228-2,Venlafaxine Hydrochloride,28.2,92.55,0,0,5,0,4,0,0,0,12,0,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2.8,0.36,2.51,90.06,99.43,83.93,101.95,0,0,0,0,0,0,313.9,2.74,2,3,5,32.7,21,279,-2.86
589,228-3,Venlafaxine Hydrochloride,28.2,90.8,0,0,5,0,4,0,0,0,12,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.5,3,0.44,2.53,58.06,101.8,56.5,108.22,0,0,0,0,0,0,313.9,2.74,2,3,5,32.7,21,279,-2.86
590,228-4,Venlafaxine Hydrochloride,28.2,94.8,0,3,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.1,0.31,2.5,159.6,99.73,154.13,47.37,0,0,0,0,0,0,313.9,2.74,2,3,5,32.7,21,279,-2.86
591,228-5,Venlafaxine Hydrochloride,28.2,92.55,0,5.25,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.3,0.37,2.49,117.56,99.74,113.6,54.73,0,0,0,0,0,0,313.9,2.74,2,3,5,32.7,21,279,-2.86
592,228-6,Venlafaxine Hydrochloride,28.2,90.8,0,7,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.2,0.31,2.48,82,100.7,77.27,60.19,0,0,0,0,0,0,313.9,2.74,2,3,5,32.7,21,279,-2.86
593,228-7,Venlafaxine Hydrochloride,28.2,94.8,0,0,5,0,4,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3.1,0.67,2.51,129.6,99,73.55,66.71,0,0,0,0,0,0,313.9,2.74,2,3,5,32.7,21,279,-2.86
